"SCHOOL_YEAR","DATA_LEVEL","PUBLIC_OR_INDEPENDENT","DISTRICT_NUMBER","DISTRICT_NAME","MINCODE","SCHOOL_NAME","NUM_OF_SCHOOLS_IN_DATA_LEVEL","TOTAL_CLASSES","CLASSES_WITH_ED_ASSIST","TOTAL_CLASSES_GREATER_30","AVG_CLASS_SIZE_K","AVG_CLASS_SIZE_1_3","AVG_CLASS_SIZE_4_7","AVG_CLASS_SIZE_8_12"
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343017","Heritage Mountain Elementary","1","15","7","","    22.0","    23.5","    29.6",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343017","Heritage Mountain Elementary","1","15","7","","    22.0","    23.3","    28.8",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343017","Heritage Mountain Elementary","1","16","11","","    16.0","    21.7","    27.0",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343017","Heritage Mountain Elementary","1","15","12","","    17.5","    20.8","    25.9",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343018","Glen Elementary","1","17","12","","    16.7","    21.5","    25.5",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343018","Glen Elementary","1","18","8","","    18.8","    20.6","    25.8",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343018","Glen Elementary","1","19","13","","    19.5","    21.6","    28.1",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343018","Glen Elementary","1","20","5","","    22.0","    22.5","    27.5",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343018","Glen Elementary","1","20","3","","    19.3","    22.5","    25.0",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343018","Glen Elementary","1","20","8","","    20.7","    22.7","    27.8",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343018","Glen Elementary","1","20","9","","    20.5","    21.6","    26.9",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343018","Glen Elementary","1","20","8","","    18.8","    22.7","    27.3",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343018","Glen Elementary","1","19","11","","    21.9","    22.6","    28.7",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343018","Glen Elementary","1","20","8","","    20.3","    22.4","    27.9",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343018","Glen Elementary","1","21","8","","    21.0","    22.9","    27.1",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343018","Glen Elementary","1","23","12","","    17.7","    22.2","    27.9",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343018","Glen Elementary","1","24","7","","    18.5","    19.9","    25.3",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343019","Glenayre Elementary","1","17","17","","    20.7","    20.9","    26.8",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343019","Glenayre Elementary","1","19","1","","    14.3","    21.0","    26.9",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343019","Glenayre Elementary","1","18","4","","    19.5","    21.0","    26.6",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343019","Glenayre Elementary","1","18","7","","    18.2","    20.5","    24.3",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343019","Glenayre Elementary","1","16","4","","    19.3","    21.6","    26.2",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343019","Glenayre Elementary","1","18","2","","    17.0","    20.7","    24.4",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343019","Glenayre Elementary","1","18","1","","    17.2","    19.7","    26.1",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343019","Glenayre Elementary","1","16","","","    21.0","    23.4","    27.1",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343019","Glenayre Elementary","1","17","2","","    19.7","    23.3","    27.9",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343019","Glenayre Elementary","1","18","2","","    18.3","    22.5","    28.3",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343019","Glenayre Elementary","1","18","5","","    19.8","    23.1","    26.8",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343019","Glenayre Elementary","1","19","3","","    20.0","    21.0","    24.4",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343019","Glenayre Elementary","1","17","2","","    20.0","    21.7","    26.2",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343020","Eagle Ridge Elementary","1","13","2","","    17.5","    21.3","    29.3",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343020","Eagle Ridge Elementary","1","17","3","","    19.3","    20.9","    28.2",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343020","Eagle Ridge Elementary","1","17","2","","    19.7","    21.6","    29.6",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343020","Eagle Ridge Elementary","1","17","5","","    18.0","    22.4","    28.6",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343020","Eagle Ridge Elementary","1","16","5","","    21.0","    21.7","    27.8",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343020","Eagle Ridge Elementary","1","15","6","","    19.4","    22.8","    24.2",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343020","Eagle Ridge Elementary","1","15","5","","    20.7","    21.5","    27.1",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343020","Eagle Ridge Elementary","1","16","5","","    19.0","    23.5","    28.4",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343020","Eagle Ridge Elementary","1","16","5","","    22.0","    23.3","    28.1",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343020","Eagle Ridge Elementary","1","16","5","","    20.0","    23.7","    28.5",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343020","Eagle Ridge Elementary","1","16","5","","    21.0","    23.4","    29.2",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343020","Eagle Ridge Elementary","1","18","10","","    19.3","    21.6","    26.0",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343020","Eagle Ridge Elementary","1","18","12","","    16.3","    20.7","    24.3",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343021","Harbour View Elementary","1","12","8","","    18.4","    20.6","    25.0",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343021","Harbour View Elementary","1","12","6","","    20.7","    19.9","    25.7",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343021","Harbour View Elementary","1","12","6","","    21.3","    21.8","    25.5",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343021","Harbour View Elementary","1","13","5","","    19.8","    21.9","    23.5",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343021","Harbour View Elementary","1","14","7","","    15.3","    23.1","    23.0",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343021","Harbour View Elementary","1","14","6","","    18.3","    22.9","    23.8",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343021","Harbour View Elementary","1","15","5","","    18.3","    21.3","    21.8",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343021","Harbour View Elementary","1","14","6","","    19.4","    21.5","    23.4",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343021","Harbour View Elementary","1","14","7","","    17.7","    22.9","    24.2",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343021","Harbour View Elementary","1","13","4","","    21.5","    21.7","    24.9",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343021","Harbour View Elementary","1","12","6","","    20.5","    21.5","    27.9",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343021","Harbour View Elementary","1","14","4","","    15.3","    20.1","    23.1",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343021","Harbour View Elementary","1","14","5","","    18.0","    20.4","    23.6",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343022","Hazel Trembath Elementary","1","13","5","","    15.7","    21.4","    25.9",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343022","Hazel Trembath Elementary","1","12","6","","    17.0","    22.5","    26.0",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343022","Hazel Trembath Elementary","1","11","10","","    20.5","    21.6","    23.3",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343022","Hazel Trembath Elementary","1","11","7","","    19.5","    19.6","    25.7",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343022","Hazel Trembath Elementary","1","9","6","","    17.6","    21.3","    28.4",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343022","Hazel Trembath Elementary","1","9","3","","    18.0","    18.8","    26.6",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343022","Hazel Trembath Elementary","1","8","","","    19.4","    21.2","    27.6",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343022","Hazel Trembath Elementary","1","7","5","","    15.0","    20.8","    23.5",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343022","Hazel Trembath Elementary","1","7","5","","    17.4","    19.2","    29.0",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343022","Hazel Trembath Elementary","1","7","3","","    21.0","    21.5","    27.5",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343022","Hazel Trembath Elementary","1","7","3","","    19.5","    20.4","    28.0",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343022","Hazel Trembath Elementary","1","9","3","","    15.5","    19.1","    23.4",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343022","Hazel Trembath Elementary","1","9","5","","    18.5","    19.6","    22.5",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343023","R C Macdonald Elementary","1","7","4","","    19.4","    20.0","    23.0",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343023","R C Macdonald Elementary","1","7","1","","    19.8","    23.1","    20.5",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343023","R C Macdonald Elementary","1","7","","","    20.0","    21.6","    23.5",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343023","R C Macdonald Elementary","1","7","2","","    20.3","    22.1","    23.5",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343023","R C Macdonald Elementary","1","6","1","","    16.0","    23.0","    26.0",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343023","R C Macdonald Elementary","1","6","2","","    19.7","    22.4","    25.1",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343023","R C Macdonald Elementary","1","6","","","    21.0","    20.9","    25.1",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343023","R C Macdonald Elementary","1","6","2","","    21.0","    22.9","    24.0",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343023","R C Macdonald Elementary","1","6","3","","    19.0","    21.4","    26.3",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343023","R C Macdonald Elementary","1","6","2","","    20.5","    22.5","    25.0",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343023","R C Macdonald Elementary","1","6","3","","    18.5","    22.3","    25.5",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343023","R C Macdonald Elementary","1","7","7","","    16.0","    20.7","    22.5",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343023","R C Macdonald Elementary","1","7","2","","    20.0","    17.8","    25.0",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343024","Hillcrest Middle School","1","44","2","3","","","    28.8","    28.5"
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343024","Hillcrest Middle School","1","44","5","3","","","    27.2","    31.4"
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343024","Hillcrest Middle School","1","43","7","3","","","    28.3","    27.7"
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343024","Hillcrest Middle School","1","148","24","3","","","    27.3","    29.0"
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343024","Hillcrest Middle School","1","40","8","3","","","    29.9","    28.0"
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343024","Hillcrest Middle School","1","40","14","3","","","    31.1","    28.6"
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343024","Hillcrest Middle School","1","44","6","3","","","    29.2","    30.6"
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343024","Hillcrest Middle School","1","109","24","4","","","    29.4","    26.5"
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343024","Hillcrest Middle School","1","44","15","3","","","    30.3","    29.9"
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343024","Hillcrest Middle School","1","42","17","2","","","    29.8","    29.5"
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343024","Hillcrest Middle School","1","44","13","3","","","    29.2","    30.0"
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343024","Hillcrest Middle School","1","49","15","3","","","    26.5","    26.1"
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343024","Hillcrest Middle School","1","49","12","3","","","    25.8","    24.2"
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343027","Irvine Elementary","1","16","7","","    18.0","    20.1","    24.5",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343027","Irvine Elementary","1","16","15","","    20.5","    19.9","    24.7",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343027","Irvine Elementary","1","16","6","","    17.4","    19.5","    24.8",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343027","Irvine Elementary","1","16","13","","    17.4","    21.8","    24.2",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343027","Irvine Elementary","1","16","8","","    20.2","    20.4","    26.3",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343027","Irvine Elementary","1","17","17","","    19.3","    20.5","    25.8",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343027","Irvine Elementary","1","19","17","","    20.0","    19.7","    23.3",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343027","Irvine Elementary","1","19","15","","    20.7","    22.5","    24.9",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343027","Irvine Elementary","1","19","18","","    19.7","    22.4","    28.1",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343027","Irvine Elementary","1","19","6","","    21.2","    21.5","    28.6",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343027","Irvine Elementary","1","19","6","","    18.8","    21.8","    24.5",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343027","Irvine Elementary","1","20","6","","    17.8","    19.9","    23.4",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343027","Irvine Elementary","1","20","7","","    19.3","    19.5","    25.9",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343029","James Park Elementary","1","14","5","","    16.4","    20.7","    27.8",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343029","James Park Elementary","1","13","7","","    16.1","    20.3","    27.2",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343029","James Park Elementary","1","13","5","","    16.1","    21.6","    26.8",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343029","James Park Elementary","1","13","4","","    20.0","    21.7","    26.3",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343029","James Park Elementary","1","14","2","","    19.6","    21.2","    24.3",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343029","James Park Elementary","1","14","8","","    20.5","    21.1","    26.0",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343029","James Park Elementary","1","14","6","","    21.0","    22.7","    24.7",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343029","James Park Elementary","1","15","7","","    21.2","    21.7","    25.7",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343029","James Park Elementary","1","14","7","","    21.8","    22.7","    26.4",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343029","James Park Elementary","1","14","10","","    22.0","    22.6","    25.1",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343029","James Park Elementary","1","14","11","","    20.4","    22.1","    23.3",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343029","James Park Elementary","1","15","15","","    20.6","    21.2","    24.1",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343029","James Park Elementary","1","16","11","","    18.9","    20.4","    24.6",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343030","Inquiry Hub","1","2","","","","","","    19.0"
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343030","Inquiry Hub","1","15","","","","","","    16.7"
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343030","Inquiry Hub","1","18","","","","","","    17.8"
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343030","Inquiry Hub","1","15","","","","","","    13.5"
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343030","Inquiry Hub","1","20","","","","","","    15.9"
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343030","Inquiry Hub","1","13","","","","","","    11.7"
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343030","Inquiry Hub","1","22","","","","","","    17.5"
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","043","Coquitlam","04343031","Kilmer Elementary","1","12","6","","    22.0","    21.3","    23.1",""
