District Number,School Code,School Name,Address,City,Province,Postal Code,Principal Title,Principal First name,Principal Last Name,Type,Grade Range,School Category,Funding Group(s),NLC: Early Learning,NLC: Afterschool,NLC: Cont. Ed.,NLC: Seniors,NLC: Comm. Sport,NLC: Comm. Use,NLC: Integr. Svcs.,Phone,Fax,Email,Enrolment Total,Enrolment As Of,KH Enrolment,KF Enrolment,HS Registration,SU Enrolment,EU Enrolment,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment
083,08396713,Anchor Academy (DL),PO Box 3015,Salmon Arm                    ,BC             ,V1E 4R8,Mr,Stephen,Anderson,Distributed Learning Programs           ,"K-12, SU",Independent School,1,no,no,no,no,no,no,no,250 832-2754,250 832-4379,anchor@ark.net                                                                                      ,515,September 30 2018,0,37,257,11,0,34,33,45,39,30,38,39,39,49,42,36,43
039,03996693,Anchor Point Montessori,PO Box 32138,Richmond                      ,BC             ,V6X 3R9,Ms,Riza,Weinstein,Standard School                         ,K-7,Independent School,1,no,no,no,no,no,no,no,604 677-1958,,office@lionsgatemontessori.org,41,September 30 2018,0,7,0,0,0,8,5,5,6,5,2,3,0,0,0,0,0
093,09344004,Andre-Piolat,380 Kings Rd W,North Vancouver               ,BC             ,V7N 2L9,Mme,Monica,Martin,Standard School                         ,K-10,Public School,,yes,no,no,no,yes,yes,no,604 980-6040,604 980-6797,ecole_andre_piolat@csf.bc.ca,439,September 30 2018,0,48,0,0,0,61,46,46,50,45,62,46,6,13,16,0,0
043,04343002,Anmore Elementary,30 Elementary Rd,Anmore                        ,BC             ,V3H 4Y6,Mr,Jason,Hewlett,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 469-9926,604 937-8001,jhewlett@sd43.bc.ca                                                                                 ,123,September 30 2018,0,17,2,0,0,14,20,19,35,18,0,0,0,0,0,0,0
093,09325187,Anne Hebert StrongStart Centre,7051 Killarney St,Vancouver                     ,BC             ,V5S 2Y5,M,Ali,Belhis,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 736-5056,,ali_belhis@csf.bc.ca                                                                                ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
023,02323070,Anne McClymont Elementary,4489 Lakeshore Rd,Kelowna                       ,BC             ,V1W 1W9,Mr,Brady,Ibbetson,Standard School                         ,K-6,Public School,,no,no,no,no,no,no,no,250 870-5133,250 870-5070,brady.ibbetson@sd23.bc.ca                                                                           ,589,September 30 2018,0,66,1,0,0,57,91,87,102,93,93,0,0,0,0,0,0
093,09339111,Anne-Hebert,7051 Killarney St,Vancouver                     ,BC             ,V5S 2Y5,M,Ali,Belhis,Standard School                         ,K-6,Public School,,yes,no,no,no,yes,no,no,604 437-4849,604 437-9630,ali_belhis@csf.bc.ca                                                                                ,471,September 30 2018,0,72,2,0,0,77,72,66,69,59,56,0,0,0,0,0,0
037,03737009,Annieville Elementary,9240 112 St,Delta                         ,BC             ,V4C 4X8,Ms,Jann,Kwasnicki,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 588-1204,604 588-1206,jkwasnicki@deltasd.bc.ca                                                                            ,287,September 30 2018,0,20,0,0,0,35,38,39,32,38,43,42,0,0,0,0,0
052,05296122,Annunciation School,627 5th Ave W,Prince Rupert                 ,BC             ,V8J 1V1,Mrs,Laura,Lowther,Standard School                         ,K-8,Independent School,1,no,no,no,no,no,no,no,250 624-5873,250 627-4486,llowther@cispg.ca                                                                                   ,219,September 30 2018,0,24,0,0,0,24,26,24,25,26,25,24,21,0,0,0,0
061,06161062,Arbutus Global Middle School,2306 Edgelow St,Victoria                      ,BC             ,V8N 1R5,Mr,Rob,Parker,Standard School                         ,"6-8, SU",Public School,,no,no,no,no,no,no,no,250 477-1878,250 477-2553,arbutus@sd61.bc.ca                                                                                  ,431,September 30 2018,0,0,0,10,0,0,0,0,0,0,144,128,149,0,0,0,0
061,06196938,Arc Academy of Inquiry,1307 Hillside Ave,Victoria                      ,BC             ,V8T 2B3,Mr,Douglas,Manson-Blair,Standard School                         ,6-8,Independent School,2,no,no,no,no,no,no,no,250 818-5425,,douglas@arcacademy.ca                                                                               ,15,September 30 2018,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,0
043,04396629,Archbishop Carney Regional Secondary,1335 Dominion Ave,Port Coquitlam                ,BC             ,V3B 8G7,Mr,Len,De Julius,Standard School                         ,"8-12, SU",Independent School,1,no,no,no,no,no,no,no,604 942-7465,604 942-5289,ldejulius@acrss.org                                                                                 ,596,September 30 2018,0,0,0,1,0,0,0,0,0,0,0,0,104,133,130,115,113
038,03838060,Archibald Blair Elementary,6551 Lynas Lane,Richmond                      ,BC             ,V7C 3K8,Ms,Catherine,Ludwig,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 668-6330,604 668-6317,blair@sd38.bc.ca                                                                                    ,286,September 30 2018,0,17,0,0,0,18,37,31,36,46,62,39,0,0,0,0,0
071,07171060,Arden Elementary,3040 Lake Trail Rd,Courtenay                     ,BC             ,V9N 9M1,Mr,Brian,Goodwin,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,250 334-3191,250 897-0539,brian.goodwin@sd71.bc.ca                                                                            ,299,September 30 2018,0,39,0,0,0,54,61,44,51,50,0,0,0,0,0,0,0
044,04444022,Argyle Secondary,1131 Frederick Rd,North Vancouver               ,BC             ,V7K 1J3,Ms,Kim,Jonat,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,604 903-3300,604 903-3301,kjonat@sd44.ca                                                                                      ,1237,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,228,244,262,228,275
038,03896781,Ark Elementary,502-14 Begbie St,New Westminster               ,BC             ,V3M 0C4,Ms,Adina,Priel,Standard School                         ,K-4,Independent School,3,no,no,no,no,no,no,no,778 990-3520,,adipri@me.com                                                                                       ,25,September 30 2018,0,8,0,0,0,7,6,3,1,0,0,0,0,0,0,0,0
041,04141015,Armstrong Elementary,8757 Armstrong Ave,Burnaby                       ,BC             ,V3N 2H8,Mr,Frankie,De Vita,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 296-9000,604 296-9050,frankie.devita@burnabyschools.ca,410,September 30 2018,0,56,0,0,0,41,58,47,47,51,56,54,0,0,0,0,0
083,08321001,Armstrong Elementary,3010 Pleasant Valley Rd,Armstrong                     ,BC             ,V0E 1B2,Ms,Corrinne,Langston,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,250 546-8778,250 804-7781,clangsto@sd83.bc.ca                                                                                 ,272,September 30 2018,0,34,2,0,0,40,47,55,51,45,0,0,0,0,0,0,0
019,01919015,Arrow Heights Elementary,PO Bag 7400,Revelstoke                    ,BC             ,V0E 2S0,Ms,Rita,Tedesco,Standard School                         ,K-7,Public School,,yes,no,no,no,no,yes,no,250 837-6360,,rtedesco@sd19.bc.ca                                                                                 ,176,September 30 2018,0,33,0,0,0,17,23,17,25,20,22,19,0,0,0,0,0
010,01099217,Arrow Lakes Distributed Learning,Po Box 130,New Denver                    ,BC             ,V0G 1S0,Mr,Nicholas,Graves,Distributed Learning Programs           ,K-12,Public School,,no,yes,no,no,yes,no,no,250 265-3638,250 358-2533,nicholas.graves@sd10.bc.ca,42,September 30 2018,0,1,0,0,0,2,5,1,3,3,4,3,1,2,1,9,7
069,06996656,Arrowsmith Independent School,861 Hilliers Rd,Qualicum Beach                ,BC             ,V9K 1X5,Mrs,Leslie,Bremner,Standard School                         ,K-6,Independent School,1,no,no,no,no,no,no,no,250 752-2722,250 752-8558,leslie.arrowsmithschool@shaw.ca,35,September 30 2018,0,11,0,0,0,6,4,4,3,6,1,0,0,0,0,0,0
069,06969020,Arrowview Elementary,650 Bennett Rd,Qualicum Beach                ,BC             ,V9K 1N1,Ms,Autumn,Taylor,Standard School                         ,K-7,Public School,,yes,yes,no,no,yes,yes,no,250 752-3875,250 752-7291,ataylor@sd69.bc.ca                                                                                  ,286,September 30 2018,0,31,0,0,0,36,44,33,24,55,28,35,0,0,0,0,0
061,06196827,Artemis Place Secondary,3020 Richmond Rd,Victoria                      ,BC             ,V8R 4V1,Ms,Rachel,Calder,Standard School                         ,10-12,Independent School,1,no,no,no,no,no,no,no,250 598-5183,250 388-9153,artemisplace@shaw.ca                                                                                ,49,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,26
073,07324036,Arthur Hatton Elementary,315 Chestnut Ave,Kamloops                      ,BC             ,V2B 1L4,Ms,Deb,Piggin,Standard School                         ,K-6,Public School,,no,no,no,no,no,no,no,250 376-7217,250 377-2238,dpiggin@sd73.bc.ca                                                                                  ,295,September 30 2018,0,45,1,0,0,41,45,38,45,43,38,0,0,0,0,0,0
073,07325015,Arthur Hatton StrongStart Centre,315 Chestnut Ave,Kamloops                      ,BC             ,V2B 1L4,Ms,Deb,Piggin,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 376-7231,,dpiggin@sd73.bc.ca                                                                                  ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
073,07324031,Arthur Stevenson Elementary,2890 Bank Rd,Kamloops                      ,BC             ,V2B 6Y7,Mrs,Deanna,Steptoe,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 579-9284,250 377-2239,dsteptoe@sd73.bc.ca                                                                                 ,321,September 30 2018,0,26,0,0,0,42,39,34,51,44,46,39,0,0,0,0,0
061,06196891,ArtsCalibre Academy,4201 Tyndall Ave,Victoria                      ,BC             ,V8N 3R9,Ms,Sandra,Walton,Standard School                         ,K-8,Independent School,1,no,no,no,no,no,no,no,250 382-3533,866 857-6295,info@artscalibre.ca                                                                                 ,71,September 30 2018,0,12,0,0,0,5,12,11,9,8,9,3,2,0,0,0,0
073,07396838,ASCEND Online Distributed Learning Prg.,635a Tranquille Rd,Kamloops                      ,BC             ,V2B 3H5,Mrs,Lynn,Hale,Distributed Learning Programs           ,K-12,Independent School,1,no,no,no,no,no,no,no,888 599-5775,604 357-1844,admin@ascendonline.ca                                                                               ,373,September 30 2018,0,41,37,0,0,28,33,35,34,32,35,26,23,20,24,20,22
034,03434005,ASIA - North Poplar,32041 Marshall Rd,Abbotsford                    ,BC             ,V2T 1A2,Ms,Annalisa,Osterby-Batryn,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 859-3101,604 850-7675,annalisa.osterbybatryn@abbyschools.ca,389,September 30 2018,0,59,0,0,0,58,75,64,72,61,0,0,0,0,0,0,0
034,03434062,ASIA - Sumas Mountain 6-9,36232 Lower Sumas Mtn Rd,Abbotsford                    ,BC             ,V3G 2J3,Mrs,Karen,Bennett,Standard School                         ,6-8,Public School,,no,no,no,no,no,no,no,604 850-5207,604 850-8619,karen.bennett@abbyschools.ca,201,September 30 2018,0,0,0,0,0,0,0,0,0,0,68,75,58,0,0,0,0
034,03434064,ASIA - Sumas Mountain 9-12,36232 Lower Sumas Mtn Rd,Abbotsford                    ,BC             ,V3G 2J3,Mrs,Karen,Bennett,Standard School                         ,9-12,Public School,,no,no,no,no,no,no,no,604 850-5207,604 850-8619,karen.bennett@abbyschools.ca,170,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,50,44,48,28
071,07171155,Aspen Park Elementary,2250 Bolt Ave,Comox                         ,BC             ,V9M 4E7,Mrs,Lisa,Scheck,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 890-0944,250 890-0966,lisa.scheck@sd71.bc.ca                                                                              ,339,September 30 2018,0,30,0,0,0,33,50,26,46,48,56,50,0,0,0,0,0
068,06896730,Aspengrove School,7660 Clark Dr  RR 2,Lantzville                    ,BC             ,V0R 2H0,Mrs,Jo-Anne,Kingstone,Standard School                         ,K-12,Independent School,2,no,no,no,no,no,no,no,250 390-2201,250 390-2281,jkingstone@aspengroveschool.ca,266,September 30 2018,0,19,0,0,0,24,20,31,18,22,18,23,21,24,14,17,15
043,04343071,Aspenwood Elementary,2001 Panorama Dr,Port Moody                    ,BC             ,V3H 5G8,Mr,Kevin,Akins,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 461-7680,604 461-7615,kakins@sd43.bc.ca                                                                                   ,469,September 30 2018,0,74,0,0,0,71,77,81,76,90,0,0,0,0,0,0,0
047,04796088,Assumption School,7091 Glacier St,Powell River                  ,BC             ,V8A 1R8,Mrs,Lisa,Berg,Standard School                         ,K-9,Independent School,1,no,no,no,no,no,no,no,604 485-9894,604 485-7984,assump.principal@shaw.ca                                                                            ,125,September 30 2018,0,12,0,0,0,17,9,14,17,19,10,18,7,2,0,0,0
087,08787010,Atlin School,PO Box 83,Atlin                         ,BC             ,V0W 1A0,Ms,Nav,Chonker,Standard School                         ,K-12,Public School,,no,no,no,no,yes,yes,no,250 651-7525,250 651-7741,nav.chonker@sd87.bc.ca                                                                              ,33,September 30 2018,0,1,0,0,0,2,1,4,3,2,1,4,2,5,1,2,5
093,09393006,Au Coeur de L'ile,566 Linshart Rd,Comox                         ,BC             ,V9M 2K8,Mme,Jeanne,Musuku,Standard School                         ,K-12,Public School,,yes,yes,no,no,yes,yes,no,250 339-1848,250 339-1852,jeanne_musuku@csf.bc.ca                                                                             ,285,September 30 2018,0,27,0,0,0,32,42,30,30,28,18,25,15,13,9,7,9
041,04141016,Aubrey Elementary,1075 Stratford Ave,Burnaby                       ,BC             ,V5B 3X9,Ms,Lisa,Hartman,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 296-9001,604 296-9051,lisa.hartman@burnabyschools.ca,390,September 30 2018,0,38,2,0,0,57,51,48,52,43,56,45,0,0,0,0,0
034,03434035,Auguston Traditional Elementary,36367 Stephen Leacock Dr,Abbotsford                    ,BC             ,V3G 2Z6,Mr,Ryan,Colbert,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 557-0422,604 557-0423,ryan.colbert@abbyschools.ca,374,September 30 2018,0,54,0,0,0,58,69,65,63,65,0,0,0,0,0,0,0
085,08596190,Avalon Adventist Christian Academy,PO Box 974,Port Hardy                    ,BC             ,V0N 2P0,Mr,Andrew,Savenye,Standard School                         ,K-9,Independent School,1,no,no,no,no,no,no,no,250 949-8243,250 949-6770,principal@aacaph.ca                                                                                 ,48,September 30 2018,0,3,0,0,0,7,3,5,5,5,5,6,5,4,0,0,0
038,03896729,Az-Zahraa Islamic Academy,8580 No. 5 Rd,Richmond                      ,BC             ,V6Y 2V4,Mr,Oscar,Pozzolo,Standard School                         ,K-7,Independent School,1,no,no,no,no,no,no,no,604 274-7861,604 274-7862,info@azia.ca                                                                                        ,140,September 30 2018,0,11,0,0,0,23,17,19,25,17,15,13,0,0,0,0,0
