District Number,School Code,School Name,Address,City,Province,Postal Code,Principal Title,Principal First name,Principal Last Name,Type,Grade Range,School Category,Funding Group(s),NLC: Early Learning,NLC: Afterschool,NLC: Cont. Ed.,NLC: Seniors,NLC: Comm. Sport,NLC: Comm. Use,NLC: Integr. Svcs.,Phone,Fax,Email,Enrolment Total,Enrolment As Of,KH Enrolment,KF Enrolment,HS Registration,SU Enrolment,EU Enrolment,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment,full_addr,full_addr_parsed,lat,lng,SCHOOL_YEAR,DISTRICT_NUMBER,DISTRICT_NAME,BOARDOFFICE_PHYSICAL_ADDRESS,DISTRICT_CITY,DISTRICT_PROVINCE,DISTRICT_POSTAL_CODE,DISTRICT_PHONE_NUMBER,DISTRICT_WEBSITE,X,Y
27,2727020,Big Lake Elementary,Box 70,Big Lake                      ,BC             ,V0L 1G0,Mrs,Holly,Zurak,Standard School                         ,K-7,Public School,,yes,yes,no,no,no,yes,no,250 243-2255,250 243-2327,holly.zurak@sd27.bc.ca                                                                              ,27,September 30 2018,0,3,0,0,0,8,6,4,1,0,3,2,0,0,0,0,0,Box 70 Big Lake BC V0L 1G0,Box+70+Big+Lake+BC+V0L+1G0,52.37808520000001,-121.8771485,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2796177,Cariboo Adventist Academy,334 Crosina Crescent,Williams Lake                 ,BC             ,V2G 3A7,Mr,Warren,Friesen,Standard School                         ,K-12,Independent School,1.0,no,no,no,no,no,no,no,250 392-7558,250 392-6583,warren.friesen@yahoo.ca                                                                             ,81,September 30 2018,0,5,0,0,0,7,7,3,6,2,8,8,7,10,6,8,4,334 Crosina Crescent Williams Lake BC V2G 3A7,334+Crosina+Crescent+Williams+Lake+BC+V2G+3A7,52.12345999999999,-122.1606868,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2727057,Cataline Elementary,1175 Blair St,Williams Lake                 ,BC             ,V2G 1X3,Mr,Calvin,Williams,Standard School                         ,K-6,Public School,,no,no,no,no,no,no,no,250 392-7154,250 392-2989,calvin.williams@sd27.bc.ca,343,September 30 2018,0,43,1,0,0,45,45,50,45,61,54,0,0,0,0,0,0,1175 Blair St Williams Lake BC V2G 1X3,1175+Blair+St+Williams+Lake+BC+V2G+1X3,52.1507522,-122.1499443,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2725034,Cataline Strong Start Centre,1175 Blair St,Williams Lake                 ,BC             ,V2G 1X3,Mr,Calvin,Williams,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 392-7154,250 392-2989,calvin.williams@sd27.bc.ca,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175 Blair St Williams Lake BC V2G 1X3,1175+Blair+St+Williams+Lake+BC+V2G+1X3,52.1507522,-122.1499443,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2727041,Chilcotin Road Elementary,709 Lyne Rd,Williams Lake                 ,BC             ,V2G 3Z3,Mr,Matthew,Cullum,Standard School                         ,K-6,Public School,,no,no,no,no,no,no,no,250 392-5455,250 392-6606,matthew.cullum@sd27.bc.ca                                                                           ,239,September 30 2018,0,25,0,0,0,37,39,26,32,33,47,0,0,0,0,0,0,709 Lyne Rd Williams Lake BC V2G 3Z3,709+Lyne+Rd+Williams+Lake+BC+V2G+3Z3,52.1147417,-122.1723135,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2727070,Dog Creek Elem-Jr. Secondary,General Delivery,Dog Creek                     ,BC             ,V0L 1J0,Ms,Jane,Hancock,Standard School                         ,2-10,Public School,,no,no,no,no,no,no,no,250 440-5654,250 440-5639,jane.hancock@sd27.bc.ca                                                                             ,15,September 30 2018,0,0,0,0,0,0,1,0,2,1,2,2,3,1,3,0,0,General Delivery Dog Creek BC V0L 1J0,General+Delivery+Dog+Creek+BC+V0L+1J0,51.6389077,-122.2347578,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2727007,Forest Grove Elementary,PO Box 99,Forest Grove                  ,BC             ,V0K 1M0,Mr,Mark,Doolan,Standard School                         ,K-7,Public School,,yes,no,no,no,no,no,no,250 397-2962,250 397-2390,mark.doolan@sd27.bc.ca                                                                              ,75,September 30 2018,0,9,0,0,0,12,12,3,14,10,8,7,0,0,0,0,0,PO Box 99 Forest Grove BC V0K 1M0,PO+Box+99+Forest+Grove+BC+V0K+1M0,51.7671149,-121.098162,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2799060,Graduation Routes Other Ways,320 Second Ave N,Williams Lake                 ,BC             ,V2G 1Z9,Mr,Michael,Franklin,Distributed Learning Programs           ,"K-12, EU",Public School,,no,no,no,no,no,no,no,250 398-5800,250 398-5206,mike.franklin@sd27.bc.ca                                                                            ,117,September 30 2018,0,5,0,0,2,8,3,9,4,6,7,3,5,11,11,24,19,320 Second Ave N Williams Lake BC V2G 1Z9,320+Second+Ave+N+Williams+Lake+BC+V2G+1Z9,52.133614,-122.1455432,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2727000,GROW Continuing Education Centre,320 Second Ave N,Williams Lake                 ,BC             ,V2G 1Z9,Mr,Curt,Levens,Continuing Education                    ,"11-12, SU, GA",Public School,,no,no,no,no,no,no,no,250 398-5800,250 398-5206,curt.levens@sd27.bc.ca                                                                              ,32,September 30 2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,16,320 Second Ave N Williams Lake BC V2G 1Z9,320+Second+Ave+N+Williams+Lake+BC+V2G+1Z9,52.133614,-122.1455432,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2727061,Horse Lake Elementary,6548 Ryall Rd,Lone Butte                    ,BC             ,V0K 1X3,Mr,Ty,Lytton,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 395-4572,250 395-5198,ty.lytton@sd27.bc.ca                                                                                ,164,September 30 2018,0,22,0,0,0,14,24,15,30,20,20,19,0,0,0,0,0,6548 Ryall Rd Lone Butte BC V0K 1X3,6548+Ryall+Rd+Lone+Butte+BC+V0K+1X3,51.5742041,-121.1398197,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2727008,Horsefly Elem-Jr Secondary,PO Box 39,Horsefly                      ,BC             ,V0L 1L0,Ms,Michele,Bebault,Standard School                         ,K-9,Public School,,yes,no,no,no,no,yes,no,250 620-3438,250 620-3468,michele.bebault@sd27.bc.ca,57,September 30 2018,0,12,0,0,0,2,8,8,3,7,7,4,5,1,0,0,0,PO Box 39 Horsefly BC V0L 1L0,PO+Box+39+Horsefly+BC+V0L+1L0,52.2532992,-121.6258941,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2727030,Lac La Hache Elementary,PO Box 128,Lac La Hache                  ,BC             ,V0K 1T0,Mrs,Kristy,Davis,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 396-7230,250 396-4092,kristy.davis@sd27.bc.ca                                                                             ,28,September 30 2018,0,6,0,0,0,5,2,1,4,2,2,6,0,0,0,0,0,PO Box 128 Lac La Hache BC V0K 1T0,PO+Box+128+Lac+La+Hache+BC+V0K+1T0,51.812737,-121.4720029,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2727072,Lake City Secondary,640 Carson Drive,Williams Lake                 ,BC             ,V2G 1T3,Mr,Craig,Munroe,Standard School                         ,7-12,Public School,,no,no,no,no,no,no,no,250 392-6284,250 392-3362,craig.munroe@sd27.bc.ca                                                                             ,1363,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,237,237,228,222,227,212,640 Carson Drive Williams Lake BC V2G 1T3,640+Carson+Drive+Williams+Lake+BC+V2G+1T3,52.1367029,-122.1408783,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2727014,Likely Elem-Jr Secondary,PO Box 57,Likely                        ,BC             ,V0L 1N0,Ms,Michele,Bebault,Standard School                         ,K-6,Public School,,no,no,no,no,no,no,no,250 790-2320,250 790-2315,michele.bebault@sd27.bc.ca,22,September 30 2018,0,3,0,0,0,3,2,5,1,5,3,0,0,0,0,0,0,PO Box 57 Likely BC V0L 1N0,PO+Box+57+Likely+BC+V0L+1N0,52.616667,-121.5499999,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2796263,Maranatha Christian School,1278 Lakeview Cres,Williams Lake                 ,BC             ,V2G 1A3,Mr,Trevor,Ragan,Standard School                         ,K-12,Independent School,1.0,no,no,no,no,no,no,no,250 392-7410,250 392-7409,principal@wlefc.org                                                                                 ,130,September 30 2018,0,6,0,0,0,10,11,12,20,6,11,10,10,9,14,4,7,1278 Lakeview Cres Williams Lake BC V2G 1A3,1278+Lakeview+Cres+Williams+Lake+BC+V2G+1A3,52.1255588,-122.1168123,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2727011,Marie Sharpe Elementary,260 Cameron St,Williams Lake                 ,BC             ,V2G 1S8,Mr,Calvin,Dubray,Standard School                         ,K-6,Public School,,yes,yes,no,no,yes,yes,yes,250 392-4104,250 392-6574,calvin.dubray@sd27.bc.ca                                                                            ,203,September 30 2018,0,49,0,0,0,28,27,19,24,23,33,0,0,0,0,0,0,260 Cameron St Williams Lake BC V2G 1S8,260+Cameron+St+Williams+Lake+BC+V2G+1S8,52.133665,-122.1448727,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2725095,Marie Sharpe StrongStart Centre,260 Cameron St,Williams Lake                 ,BC             ,V2G 1S8,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 392-4104,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260 Cameron St Williams Lake BC V2G 1S8,260+Cameron+St+Williams+Lake+BC+V2G+1S8,52.133665,-122.1448727,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2727062,Mile 108 Elementary,PO Box 27,108 Mile Ranch                ,BC             ,V0K 2Z0,Mr,Ken,Lucks,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 791-5221,250 791-5741,ken.lucks@sd27.bc.ca                                                                                ,205,September 30 2018,0,24,2,0,0,23,28,19,20,28,28,35,0,0,0,0,0,PO Box 27 108 Mile Ranch BC V0K 2Z0,PO+Box+27+108+Mile+Ranch+BC+V0K+2Z0,51.750319,-121.3454781,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2727045,Mountview Elementary,1222 Dog Creek Rd,Williams Lake                 ,BC             ,V2G 3G9,Mr,Craig,Munroe,Standard School                         ,K-6,Public School,,no,no,no,no,no,no,no,250 392-7344,250 392-6726,craig.munroe@sd27.bc.ca                                                                             ,196,September 30 2018,0,29,0,0,0,35,27,25,36,19,25,0,0,0,0,0,0,1222 Dog Creek Rd Williams Lake BC V2G 3G9,1222+Dog+Creek+Rd+Williams+Lake+BC+V2G+3G9,52.0998619,-122.1234458,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2725217,Mountview StrongStart Centre,1222 Dog Creek Rd,Williams Lake                 ,BC             ,V2G 3G9,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 392-7344,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222 Dog Creek Rd Williams Lake BC V2G 3G9,1222+Dog+Creek+Rd+Williams+Lake+BC+V2G+3G9,52.0998619,-122.1234458,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2727059,Naghtaneqed Elem-Jr Secondary,PO Box 100,Nemaiah Valley                ,BC             ,V0L 1X0,Mr,Tony,Speers,Standard School                         ,K-10,Public School,,no,yes,no,no,yes,yes,yes,250 394-7060,250 394-7061,tony.speers@sd27.bc.ca                                                                              ,25,September 30 2018,0,4,0,0,0,0,3,4,1,1,4,4,1,2,1,0,0,PO Box 100 Nemaiah Valley BC V0L 1X0,PO+Box+100+Nemaiah+Valley+BC+V0L+1X0,51.48333299999999,-123.8833329,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2795040,Nenqayni Treatment Centre,2448 Sandberg Rd,Williams Lake                 ,BC             ,V2G 4W5,Mr,David,DeRose,Short Term PRP                          ,No Enrolment Reported,Public School,,no,no,no,no,no,no,no,250 989-2301,250 989-0307,david.derose@sd27.bc.ca                                                                             ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448 Sandberg Rd Williams Lake BC V2G 4W5,2448+Sandberg+Rd+Williams+Lake+BC+V2G+4W5,52.068276,-122.1719861,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2727065,Nesika Elementary,1180 Moon Ave,Williams Lake                 ,BC             ,V2G 4A6,Mrs,Yvonne,Davis,Standard School                         ,K-6,Public School,,no,no,no,no,no,yes,no,250 398-7192,250 398-8530,yvonne.davis@sd27.bc.ca                                                                             ,329,September 30 2018,0,35,1,0,0,46,47,48,50,58,45,0,0,0,0,0,0,1180 Moon Ave Williams Lake BC V2G 4A6,1180+Moon+Ave+Williams+Lake+BC+V2G+4A6,52.1463619,-122.1545013,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2727056,Peter Skene Ogden Secondary,PO Box 910,100 Mile House                ,BC             ,V0K 2E0,Mr,Geoff,Butcher,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,250 395-2461,250 395-2649,geoffrey.butcher@sd27.bc.ca,558,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,92,121,114,104,127,PO Box 910 100 Mile House BC V0K 2E0,PO+Box+910+100+Mile+House+BC+V0K+2E0,51.6548672,-121.3337176,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2799181,PSO Outback Storefront,PO Box 910,100 Mile House                ,BC             ,V0K 2E0,Mr,Geoff,Butcher,Alternate Programs                      ,10-12,Public School,,no,no,no,no,no,no,no,250 395-4838,250 395-2649,geoffrey.butcher@sd27.bc.ca,12,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,PO Box 910 100 Mile House BC V0K 2E0,PO+Box+910+100+Mile+House+BC+V0K+2E0,51.6548672,-121.3337176,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
27,2796566,Sacred Heart Catholic School,455 Pigeon Ave,Williams Lake                 ,BC             ,V2G 4R5,Mrs,Vanessa,Fer,Standard School                         ,K-7,Independent School,1.0,no,no,no,no,no,no,no,250 398-7770,250 398-5852,principal@sacredheartwl.com,111,September 30 2018,0,16,2,0,0,11,12,13,18,16,19,6,0,0,0,0,0,455 Pigeon Ave Williams Lake BC V2G 4R5,455+Pigeon+Ave+Williams+Lake+BC+V2G+4R5,52.1370029,-122.1478407,2018/19,27,Cariboo-Chilcotin,350 Second Ave N,Williams Lake,BC,V2G1Z9,250 398-3800,http://www.sd27.bc.ca                                                                               ,-122.146,52.13399999999999
